loan_id,duration,payments,negative_balance,type_0_mean,type_1_min,rem_another_bank,rem_another_bank_mean,rem_another_bank_std,credit_card_withd,credit_ratio,ratio_credit_cash,ratio_withd_cash,ratio_interest,owner_count,owner_gender,unemploymant_delta,withdrawal_mth,ratio_real_salary_to_expected,ratio_max_value_in_account_to_loan,ratio_expected_income_to_payments,status
5895,60,1566,0.0,12769.220000000001,-14.6,19.0,-4473.789473684211,1027.5173196132816,0.0,0.33707865168539325,0.1797752808988764,0.6067415730337079,0.0,1,1,0.6100000000000003,-375.2002399880006,10.17812116926931,0.939194338016177,0.4464665815240528,
7122,36,7240,1.0,9526.772413793104,-4.6,23.0,-3067.3478260869565,2333.8817958830195,0.0,0.3717948717948718,0.1794871794871795,0.5256410256410257,0.0,1,0,0.1499999999999999,-748.5915816326532,14.781415801058039,0.34043815224063845,-0.034261817065684465,
6173,48,4845,0.0,15302.486046511629,-100.0,61.0,-1213.1475409836066,952.2404254540196,0.0,0.24431818181818182,0.017045454545454544,0.5227272727272727,0.0,1,0,0.29000000000000004,-671.8140589569161,1.4268481534093265,0.3409296525627795,0.17277261781905745,
6142,60,3698,0.0,11797.642857142857,-2.0,24.0,-885.5,1179.75321664063,0.0,0.29577464788732394,0.028169014084507043,0.49295774647887325,0.0,2,0,0.5800000000000001,-1452.8038585209003,-4.400166952948164,0.33449071570218136,0.20053632594195062,
5358,12,3210,0.0,2736.026923076923,-14.6,16.0,-3115.0,0.0,0.0,0.45614035087719296,0.2894736842105263,0.5701754385964912,0.0,1,1,0.5299999999999998,-103.97065975036473,0.9542357568593206,0.8126168224299065,0.2177570093457944,
6095,60,1139,0.0,13463.015,-14.6,15.0,-9191.0,0.0,0.0,0.3508771929824561,0.18421052631578946,0.6842105263157895,0.0,1,1,0.41000000000000014,-323.5121993955057,8.378280445933475,1.0471875914544924,0.7135645302897279,
6878,12,1932,0.0,3018.0060606060606,-14.6,0.0,0.0,0.0,0.0,0.5689655172413793,0.25862068965517243,0.7413793103448276,0.0,1,0,0.77,-217.49714285714285,1.0104854045037535,2.085231193926846,0.3761214630779848,
6554,48,8127,0.0,13407.8,-900.0,0.0,0.0,0.0,0.0,0.625,0.375,0.625,0.0,2,1,0.52,-2754.6012269938647,-2.235201338272195,0.19858445100693162,0.08581477379926992,
6793,60,3105,0.0,14436.055555555555,-30.0,20.0,-3607.325,2553.015859697785,0.0,0.453781512605042,0.2605042016806723,0.5714285714285714,0.0,1,1,0.7299999999999995,-2222.892923843121,-21.474953583560143,0.9161717659688674,0.22243692968330647,
7286,36,1870,0.0,5736.168421052632,-14.6,36.0,-2896.0,2224.063308451448,0.0,0.34234234234234234,0.06306306306306306,0.46846846846846846,0.0,1,1,0.5799999999999996,-163.2442419084745,3.8949683429354325,0.652843137254902,0.4147504456327986,
6076,60,1957,0.0,9440.564705882352,-14.6,4.0,-4026.5,3733.7241908493097,0.0,0.3953488372093023,0.23255813953488372,0.6744186046511628,0.0,1,1,0.3699999999999999,-736.4561213434453,6.157494509274695,0.5840981093510476,0.34951456310679613,
5134,12,4423,0.0,7826.846153846154,-14.6,6.0,-9235.0,0.0,0.0,0.4,0.23076923076923078,0.676923076923077,0.0,1,1,0.8500000000000001,-421.4188034188034,4.497639756102028,1.2269500339136332,0.15830130379079055,
5419,60,6930,0.0,13169.638888888889,-14.6,0.0,0.0,0.0,0.0,0.4864864864864865,0.2702702702702703,0.7297297297297297,0.0,1,0,0.14,-1234.3006993006993,1.3421311431836906,0.3383982683982684,0.1508056758056758,
6255,48,5165,0.0,3509.0,-200.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4,0.6,0.0,1,0,0.7800000000000002,-245.75645756457564,1.9072749691738593,0.12744232010325912,0.1308486608583414,
5656,24,6086,0.0,12579.108333333332,-14.6,1.0,-414.0,0.0,0.0,0.5454545454545454,0.3181818181818182,0.6363636363636364,0.0,1,0,0.6900000000000004,-1914.3722891566267,2.2332034104750282,0.6188205170336291,0.14614141746083908,
6934,12,9736,0.0,5766.178260869566,-14.6,5.0,-4746.0,0.0,0.0,0.5,0.30434782608695654,0.5869565217391305,0.0,2,0,0.5599999999999998,-530.6703557312253,1.1885325131810203,0.34888729115310874,0.07792385647767734,
6028,60,5292,0.0,12711.92380952381,-14.6,22.0,-2497.4545454545455,2147.536168047838,0.0,0.2876712328767123,0.1506849315068493,0.547945205479452,0.0,1,0,1.0699999999999994,-434.6374714394517,11.685586727805312,0.2610424540186445,0.13457420005039053,
6490,60,1221,0.0,8242.716666666667,-14.6,1.0,-1900.0,0.0,0.0,0.5714285714285714,0.3333333333333333,0.6190476190476191,0.0,1,0,1.12,-1440.5406504065043,0.4336379417641084,0.7957248157248158,0.6945809445809447,
6415,48,9910,0.0,12925.675,-300.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4166666666666667,0.5833333333333334,0.0,2,0,0.9500000000000002,-3469.5121951219517,-1.6951402478799749,0.14800979650184998,0.07734611503531787,
7087,24,1846,0.0,7941.1,-14.6,12.0,-2137.0,2073.264882432361,0.0,0.3333333333333333,0.19047619047619047,0.6190476190476191,0.0,1,1,1.1500000000000004,-273.696542311192,6.7949709186519005,1.3154839292163236,0.4047038642109065,
5420,24,3021,0.0,14586.830769230768,-14.6,37.0,-880.418918918919,358.9310424625366,0.0,0.26262626262626265,0.16161616161616163,0.46464646464646464,0.0,1,0,0.6199999999999999,-1090.1000577598081,4.094904004763159,2.008445051307514,0.24801390268123139,
5977,48,1232,0.0,2739.086956521739,-14.6,0.0,0.0,0.0,0.0,0.5227272727272727,0.3409090909090909,0.6590909090909091,0.0,1,0,0.44999999999999973,-219.51145038167942,0.9144566124280028,0.5508116883116883,0.7296401515151515,
6824,24,2999,1.0,11889.195,-9.5,0.0,0.0,0.0,0.0,0.45112781954887216,0.20300751879699247,0.7969924812030075,0.0,1,1,0.78,-1001.3119486147656,17.763692822450324,1.9392603089918863,-0.14162498610647992,
5207,48,748,0.0,2823.2374999999997,-14.6,18.0,-827.6111111111111,783.4156840317457,0.0,0.4067796610169492,0.2711864406779661,0.423728813559322,0.0,1,1,0.6299999999999999,-145.06389961389962,1.6883942470144833,0.9547264928698752,1.1021613190730837,
7115,48,1848,0.0,3398.8,-14.6,18.0,-4410.0,0.0,0.0,0.4198473282442748,0.25190839694656486,0.6106870229007634,0.0,2,0,0.8700000000000001,-102.2208169677926,1.5526926081437369,0.36096906565656567,0.3888888888888889,
7250,48,2482,0.0,9609.479545454546,-14.6,1.0,325.3,0.0,0.0,0.3697478991596639,0.19327731092436976,0.7983193277310925,0.0,1,0,0.9299999999999997,-782.242633649008,-9.404661524782249,0.8142803182917003,0.30435804458769805,
6010,60,2503,0.0,12894.933333333334,-8309.0,1.0,-8309.0,0.0,0.0,0.75,0.5625,0.375,0.0,1,1,1.0300000000000002,-2845.816582914573,-8.504655846463688,0.6156938340657877,0.2810294313490478,
6088,36,2505,0.0,7366.6,-10600.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.15384615384615385,0.5384615384615384,0.0,1,1,0.3899999999999997,-2688.4057971014495,-6.981708168489643,0.574558660456864,0.285894876912841,
5682,12,5622,0.0,18374.679166666665,-14.6,0.0,0.0,0.0,0.0,0.42105263157894735,0.017543859649122806,0.7719298245614035,0.0,1,1,1.25,-2249.8177228412255,-10.602343669250649,1.3697320052175976,0.14340981856990395,
7201,12,5622,0.0,18378.274999999998,-14.6,0.0,0.0,0.0,0.0,0.42105263157894735,0.017543859649122806,0.7719298245614035,0.0,1,1,1.25,-2236.499477715877,-10.400209302325585,1.3697320052175976,0.14340981856990395,
6938,60,5688,0.0,19978.51785714286,-14.6,0.0,0.0,0.0,3.0,0.36363636363636365,0.012987012987012988,0.7662337662337663,0.0,1,1,0.5800000000000001,-1552.6590429275159,-1.394495368661005,0.3223763478668542,0.13037681669010784,
6875,48,1735,0.0,5796.187301587302,-14.6,0.0,0.0,0.0,0.0,0.45323741007194246,0.16546762589928057,0.8345323741007195,0.0,1,0,0.9299999999999997,-203.72544418370765,2.0274038654274964,0.8336323246878001,0.4353986551392891,
5953,24,4049,0.0,25334.85,-11000.0,0.0,0.0,0.0,0.0,0.625,0.0625,0.625,0.0,1,0,0.18999999999999995,-9400.07299270073,-18.720031923383882,1.0927512966164485,0.2320943442825389,
5942,48,3388,0.0,10368.567441860465,-14.6,31.0,-4773.580645161291,254.50825450838178,0.0,0.3208955223880597,0.029850746268656716,0.5895522388059702,0.0,1,0,1.12,-704.8831908831909,-3.9815129570935532,0.45066841302636756,0.2503197560015742,
5382,36,637,0.0,6786.464705882353,-14.6,8.0,-1879.5,1324.0121924341504,0.0,0.4146341463414634,0.24390243902439024,0.5609756097560976,0.0,1,0,0.9700000000000002,-388.3396860986547,5.595800128014856,2.455450898308041,1.0940607012035584,
6377,12,1432,0.0,6069.316,-14.6,18.0,-1330.6666666666667,1600.7030073211765,0.0,0.35714285714285715,0.21428571428571427,0.5285714285714286,0.0,1,0,0.14,-238.6227956989247,3.4480954735135425,2.5898975791433894,0.7298067970204841,
5931,24,2779,0.0,13156.942857142856,-14.6,1.0,282.2,0.0,0.0,0.4883720930232558,0.32558139534883723,0.6511627906976745,0.0,1,0,0.26,-1504.8143780905286,1.5615879443496354,1.7354099196353603,0.2692815161329015,
5992,12,6340,0.0,19968.471999999998,-14.6,16.0,-4668.0,1412.8643246964657,1.0,0.30864197530864196,0.024691358024691357,0.6172839506172839,0.0,1,0,0.5799999999999996,-1393.8002219755824,3.5222640011629416,1.3644808096740273,0.12233175604626709,
5790,48,1756,0.0,6409.055555555556,-2400.0,0.0,0.0,0.0,0.0,0.75,0.5,0.5,0.0,1,0,0.77,-1677.6859504132233,-0.49212538226299724,0.5787490508731966,0.4138192862566439,
6753,12,5665,0.0,7291.454545454545,-100.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.35714285714285715,0.6428571428571429,0.0,1,0,0.6100000000000003,-2076.2711864406783,-1.2338516746411492,0.8194454251250368,0.12521329802883202,
6562,24,3937,0.0,16150.215384615383,-14.6,12.0,-4430.0,3084.3079082230543,0.0,0.3939393939393939,0.2727272727272727,0.5454545454545454,0.0,1,1,0.14,-1542.4093567251462,3.498955038808739,1.121460926255186,0.26545169757006176,
